CRASH_DATE	SEVERITY	CRASH_TYPE	CYCLISTS	CYCLIST_CASUALTIES	REPORTED_LOCATION	LATITUDE	LONGITUDE
14-Dec-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	SCOTTS CROSSING (COOYONG -> NARELLAN)	-35.277507	149.134256
12-Dec-13	Property Damage Only	Right turn into oncoming vehicle	1	0	SHANNON CIRCUIT (SHANNON -> TWEED)	-35.236087	149.103347
22-May-17	Property Damage Only	Head on collision	1	0	SHORTLAND CRESCENT (SHERBROOKE -> BEEBY)	-35.255225	149.148471
27-Apr-12	Property Damage Only	Other - Vehicle to Vehicle	1	0	SHUMACK STREET (WEETANGERA -> SOUTHWELL)	-35.249812	149.049306
3-Dec-12	Injury	Other - Vehicle to Vehicle	1	1	SOUTHERN CROSS DRIVE (CHAVE -> STARKE)	-35.222321	149.029225
20-May-14	Property Damage Only	Right angle collision	1	0	SOUTHERN CROSS/STARKE (SE) INTERSECTION	-35.224525	149.031187
12-Oct-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	SOWARD WAY (SCOLLAY -> ANKETELL)	-35.418327	149.068759
2-Jun-17	Property Damage Only	Other - Vehicle to Vehicle	1	0	STARKE STREET (MACNAUGHTON -> FULLAGAR)	-35.228385	149.020343
15-Mar-12	Property Damage Only	Right angle collision	1	0	STATE/SYDNEY INTERSECTION	-35.310713	149.128601
18-Sep-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	STATE/SYDNEY INTERSECTION	-35.310581	149.128716
23-Aug-13	Property Damage Only	Right angle collision	1	0	STEPHEN/TYSON INTERSECTION	-35.258975	149.144377
3-Feb-12	Injury	Other - Vehicle to Vehicle	1	1	STONEHAVEN/MELBOURNE/GOWRIE INTERSECTION	-35.319359	149.114493
3-Mar-15	Property Damage Only	Right angle collision	1	0	STONEHAVEN/MELBOURNE/GOWRIE INTERSECTION	-35.319426	149.114434
11-Jan-15	Injury	Right angle collision	1	1	STONEHAVEN/MELBOURNE/GOWRIE INTERSECTION	-35.319386	149.114227
23-Oct-13	Property Damage Only	Right angle collision	1	0	STONEHAVEN/MELBOURNE/GOWRIE INTERSECTION	-35.319537	149.114457
20-Dec-16	Property Damage Only	Right angle collision	1	0	STONEHAVEN/MELBOURNE/GOWRIE INTERSECTION	-35.319483	149.114383
16-May-17	Property Damage Only	Same direction side swipe	1	0	STONEHAVEN/MELBOURNE/GOWRIE INTERSECTION	-35.319415	149.114278
10-Aug-15	Property Damage Only	Right angle collision	1	0	STREETON/DIXON/UNWIN INTERSECTION	-35.328717	149.053767
4-May-15	Injury	Other - Vehicle to Vehicle	1	1	SULLIVANS CREEK ROAD (NORTH -> FELLOWS/SULLIVANS)	-35.277234	149.11908
21-Mar-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	SULLIVANS CREEK ROAD (NORTH -> FELLOWS/SULLIVANS)	-35.277092	149.119208
29-Nov-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	SULLIVANS CREEK ROAD (NORTH -> FELLOWS/SULLIVANS)	-35.277079	149.11922
6-Mar-17	Injury	Other - Vehicle to Vehicle	1	1	SULLIVANS CREEK ROAD (NORTH -> FELLOWS/SULLIVANS)	-35.278827	149.118149
19-Feb-13	Property Damage Only	Right angle collision	1	0	SULLIVANS/FELLOWS INTERSECTION	-35.27908	149.117985
18-Feb-17	Injury	Same direction side swipe	1	1	SWALLOWTAIL/JOHN GORTON/ EDGEWORTH INTERSECTION	-35.316172	149.033959
21-Dec-16	Injury	Other - Vehicle to Vehicle	1	1	TANTANGARA STREET (CORDEAUX -> BURRINJUCK)	-35.337321	149.034036
8-Jan-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	TASMANIA CIRCLE (DAMPIER -> TASMANIA)	-35.321151	149.123819
12-Mar-14	Property Damage Only	Right angle collision	1	0	TAYLOR/WARRUMBUL INTERSECTION	-35.168742	149.106995
26-Apr-14	Injury	Right angle collision	1	1	TELOPEA/WENTWORTH/EASTLAKE INTERSECTION	-35.311098	149.141787
27-Apr-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	TELOPEA/WENTWORTH/EASTLAKE INTERSECTION	-35.311098	149.141787
5-Sep-13	Property Damage Only	Same direction side swipe	1	0	TELOPEA/WENTWORTH/EASTLAKE INTERSECTION	-35.311164	149.141729
18-Nov-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	TELOPEA/WENTWORTH/EASTLAKE INTERSECTION	-35.311098	149.141787
8-Sep-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	TELOPEA/WENTWORTH/EASTLAKE INTERSECTION	-35.311173	149.141721
28-Feb-17	Property Damage Only	Rear end collision	1	0	TELOPEA/WENTWORTH/EASTLAKE INTERSECTION	-35.311164	149.141729
29-Jul-13	Injury	Other - Vehicle to Vehicle	1	1	TENISON - WOODS CIRCUIT (BROOKER -> TENISON-WOODS)	-35.425403	149.076807
22-Feb-13	Injury	Other - Vehicle to Vehicle	1	1	THARWA DRIVE (NORMAN LINDSAY -> BOX/CORNFORTH)	-35.459214	149.090859
6-Jun-16	Property Damage Only	Same direction side swipe	1	0	THEODORE/CURTIN PL EAST INTERSECTION	-35.326443	149.083127
5-Feb-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	TORRENS STREET (BALLUMBIR/COOYONG -> ELOUERA)	-35.274949	149.133857
2-Apr-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	TORRENS STREET (BALLUMBIR/COOYONG -> ELOUERA)	-35.275718	149.133731
16-Nov-16	Property Damage Only	Rear end collision	1	0	TORRENS STREET (BALLUMBIR/COOYONG -> ELOUERA)	-35.275698	149.133734
14-May-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	TORRENS STREET (ELOUERA -> GIRRAHWEEN)	-35.273048	149.134168
5-May-17	Property Damage Only	Other - Vehicle to Vehicle	1	0	TORRENS STREET (ELOUERA -> GIRRAHWEEN)	-35.272456	149.134263
18-Jun-15	Property Damage Only	Other - Vehicle to Vehicle	1	0	TORRENS STREET (HELEMON -> IPIMA)	-35.26768	149.135035
7-Jan-13	Property Damage Only	Other - Vehicle to Vehicle	1	0	TORRENS STREET (HENTY -> HELEMON)	-35.268217	149.134948
20-Jan-12	Injury	Other - Vehicle to Vehicle	1	1	TORRENS STREET (IPIMA -> IJONG)	-35.26557	149.135375
11-Nov-12	Property Damage Only	Other - Vehicle to Vehicle	1	0	TORRENS STREET (IPIMA -> IJONG)	-35.265507	149.135385
15-May-16	Injury	Head on collision	2	2	TRELOAR CRESCENT (COBBY -> EUREE/LIMESTONE)	-35.279193	149.14902
8-Apr-16	Injury	Struck object  (On Road)	1	1	TUGGERANONG PARKWAY (COTTWTUGGSRM/TUGGNCOTTWRM -> TUGGSHINDERM)	-35.330799	149.063428
23-Jun-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	VANSITTART CRESCENT (STIEGLITZ -> RAGLESS)	-35.399737	149.06312
1-Dec-15	Property Damage Only	Head on collision	1	0	WAKEFIELD AVENUE (DOORING -> MACARTHUR/NORTHBOURNE)	-35.260599	149.132852
7-Aug-14	Property Damage Only	Other - Vehicle to Vehicle	1	0	WAKEFIELD AVENUE (EBDEN -> O'CONNELL)	-35.262234	149.146626
17-Jun-15	Injury	Struck object (Off Road)	1	1	WALU STREET (WALU -> BARADA)	-35.260358	149.080627
4-Jan-17	Property Damage Only	Collision with parked vehicle	1	0	WATTERSON PLACE (MAY MAXWELL -> WATTERSON)	-35.415981	149.138191
28-Jun-16	Property Damage Only	Other - Vehicle to Vehicle	1	0	WENDOUREE DRIVE (CONSTITUTION -> WENDOUREE)	-35.291766	149.142943
16-Sep-15	Property Damage Only	Collision with parked vehicle	1	0	WESTON STREET (GUILFOYLE -> DEANE)	-35.310475	149.104921
6-Dec-12	Property Damage Only	Other - Vehicle to Vehicle	1	0	WILBOW STREET (CALLAM/NEPTUNE -> WILBOW)	-35.345538	149.090005
30-Aug-15	Property Damage Only	Same direction side swipe	1	0	WIZARD/HALL BEST INTERSECTION	-35.187353	149.149367
28-Nov-12	Property Damage Only	Other - Vehicle to Vehicle	1	0	WORGAN STREET (FURZER -> BOWES)	-35.341725	149.085405
24-Aug-12	Injury	Rear end collision	1	1	YAMBA DRIVE (COLBECK -> NUMERALLA)	-35.357423	149.101736
26-Nov-12	Property Damage Only	Same direction side swipe	1	0	YAMBA DRIVE (JUSTINIAN -> KITCHENER)	-35.341929	149.095742
18-Mar-14	Injury	Collision with parked vehicle	1	1	YARRA GLEN (CARRWYARRSRM -> MELRYARRRA/YARRYAMBRA)	-35.331952	149.086174
12-Sep-14	Injury	Same direction side swipe	1	1	YARRA GLEN/YARRNCARRWRM INTERSECTION	-35.328364	149.086662
